congressional_district,pwsid,pws_name,primacy_agency_code,population_served_count,service_connections_count,primary_source_code,owner_type_code,active_component_count,active_component_types,violation_count,unresolved_violation_count,health_based_violation_count,corrective_action_count,enforcement_action_count,site_inspection_count,latest_site_inspection_date,latitude,longitude
GA-02,GA2730005,WINDSOR SUBDIVISION,GA,95,35,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),50,46,0,0,17,5,2024-03-28,NA,NA
GA-02,GA1930001,MARSHALLVILLE,GA,1342,510,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),36,8,12,0,88,14,2023-11-13,NA,NA
GA-02,GA2890009,"PAVATI WATER COMPANY, LLC",GA,49,18,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),28,14,1,0,70,7,2024-07-03,NA,NA
GA-02,GA2690001,REYNOLDS,GA,1301,542,GW,L,5,Well (3); Treatment Plant (1); Distribution System/Zone (1),35,16,11,0,87,13,2024-08-13,NA,NA
GA-02,GA2250003,GROVE ESTATES MHP,GA,162,60,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),40,18,0,0,92,7,2024-03-25,NA,NA
GA-02,GA0370002,LEARY,GA,597,227,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),13,2,0,0,30,10,2024-10-18,NA,NA
GA-02,GA0610000,BLUFFTON,GA,194,84,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),31,4,1,0,82,7,2024-05-01,NA,NA
GA-02,GA0870000,ATTAPULGUS,GA,750,291,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),18,2,15,0,54,7,2026-03-12,NA,NA
GA-02,GA0870003,CLIMAX,GA,397,161,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),17,5,1,0,38,7,2025-05-29,30.8755238,-84.432979
GA-02,GA0990001,DAMASCUS,GA,240,95,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),27,19,8,0,69,9,2024-07-12,NA,NA
GA-02,GA0990002,JAKIN,GA,262,97,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),14,4,0,0,36,5,2022-05-17,NA,NA
GA-02,GA2010000,COLQUITT,GA,1998,906,GW,L,7,Treatment Plant (3); Well (3); Distribution System/Zone (1),36,9,3,0,87,6,2023-04-26,31.1724762,-84.7383173
GA-02,GA2050000,BACONTON,GA,1202,452,GW,L,6,Distribution System/Zone (1); Consecutive Connection (1); Treatment Plant (2); Well (2),19,6,0,0,52,8,2025-03-14,NA,NA
GA-02,GA2050004,SALE CITY,GA,518,195,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),25,5,1,0,74,7,2024-11-12,NA,NA
GA-02,GA2390000,GEORGETOWN,GA,999,395,GW,L,4,Treatment Plant (1); Well (1); Consecutive Connection (1); Distribution System/Zone (1),12,4,2,0,32,8,2024-01-18,NA,NA
GA-02,GA2490000,ELLAVILLE,GA,3295,851,GW,L,5,Well (2); Treatment Plant (1); Consecutive Connection (1); Distribution System/Zone (1),17,4,0,0,42,12,2025-08-11,NA,NA
GA-02,GA2530000,DONALSONVILLE,GA,2963,1503,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),29,9,1,0,66,13,2025-07-21,NA,NA
GA-02,GA2530001,IRON CITY,GA,464,191,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),12,3,2,0,33,7,2025-04-10,NA,NA
GA-02,GA2750000,BOSTON,GA,1315,538,GW,L,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),38,29,0,0,36,5,2024-07-18,33.7723214,-84.3653476
GA-02,GA2750001,COOLIDGE,GA,667,269,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),7,1,0,0,18,7,2023-09-12,NA,NA
GA-02,GA2750002,MEIGS,GA,1096,407,GW,L,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),41,5,2,0,51,6,2023-06-06,NA,NA
GA-02,GA2750004,PAVO,GA,815,315,GW,L,6,Distribution System/Zone (1); Well (3); Treatment Plant (2),34,12,0,0,73,9,2025-01-10,NA,NA
GA-02,GA3070000,PRESTON,GA,891,350,GW,L,7,Distribution System/Zone (1); Well (3); Treatment Plant (3),22,2,0,0,48,5,2021-04-08,33.4081854,-84.5990107
GA-02,GA3070001,WESTON,GA,116,45,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),47,17,5,0,110,8,2026-01-21,33.4081854,-84.5990107
MN-07,MN1340015,Lighthouse at Spicer,MN,36,15,GW,P,2,Well (1); Distribution System/Zone (1),15,6,1,0,54,24,2025-06-03,NA,NA
MN-07,MN1560030,River and Woods Mobile Home Park,MN,25,22,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),33,23,21,0,158,9,2026-03-09,NA,NA
MN-07,MN1730009,Saint John's University,MN,2500,1,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),6,1,4,0,36,24,2025-01-23,NA,NA
MN-07,MN1420003,Florence,MN,39,15,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),11,6,0,0,41,25,2025-06-17,44.2593466,-96.2983122
MN-07,MN1080010,Cobden,MN,33,27,GW,L,2,Well (1); Distribution System/Zone (1),0,0,0,0,0,14,2026-03-23,44.2844286,-94.8503876
MN-07,MN1490004,Rich Prairie Sewer and Water District,MN,1531,627,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),10,7,0,0,31,20,2025-10-30,NA,NA
MN-07,MN1210021,Garfield,MN,350,139,GW,L,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),1,0,0,0,4,20,2023-06-13,45.1382782,-94.7737159
MN-07,MN1030010,Kountry Manor Mobile Home Park,MN,80,38,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),20,0,4,0,91,21,2025-06-17,41.2297923,-95.9410048
MN-07,MN1170011,Neuhof Hutterian Brethren,MN,55,8,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),4,0,2,0,16,22,2026-02-13,NA,NA
MN-07,MN1080008,Springfield,MN,2070,972,GW,L,6,Well (4); Treatment Plant (1); Distribution System/Zone (1),3,1,0,0,7,24,2026-03-23,NA,NA
MN-07,MN1060010,Lismore Colony,MN,125,16,GW,P,5,Treatment Plant (1); Well (3); Distribution System/Zone (1),4,0,1,0,14,15,2025-03-20,NA,NA
MN-07,MN1420001,Balaton,MN,639,318,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),2,1,0,0,6,23,2025-04-15,NA,NA
MN-07,MN1870006,Porter,MN,180,88,GWP,L,3,Distribution System/Zone (1); Consecutive Connection (1); Well (1),9,5,0,0,30,24,2024-10-23,NA,NA
MN-07,MN1870003,Echo,MN,269,132,GWP,L,5,Consecutive Connection (1); Well (2); Distribution System/Zone (1); Common Headers (1),2,0,0,0,3,24,2025-02-04,NA,NA
MN-07,MN1870005,Hanley Falls,MN,275,123,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),4,0,1,0,17,24,2025-02-04,NA,NA
MN-07,MN1870008,Wood Lake,MN,423,194,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),6,1,0,0,19,24,2025-02-25,NA,NA
MN-07,MN1870002,Clarkfield,MN,841,416,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),9,5,0,0,26,24,2024-10-22,NA,NA
MN-07,MN1540006,Perley,MN,113,59,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),2,1,0,0,4,27,2025-09-30,NA,NA
MN-07,MN1370002,Boyd,MN,141,105,GWP,L,3,Well (1); Consecutive Connection (1); Distribution System/Zone (1),10,2,0,0,20,24,2026-03-10,NA,NA
MN-07,MN1170010,Delft,MN,58,29,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),4,1,0,0,7,22,2024-04-10,43.6524521,-92.8983851
MN-07,MN1770001,Bertha,MN,557,210,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),2,0,0,0,9,22,2024-11-07,NA,NA
MN-07,MN1420008,Russell,MN,338,192,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),4,0,0,0,15,25,2025-07-01,NA,NA
MN-07,MN1420010,Tracy,MN,2154,900,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),3,0,0,0,17,24,2024-08-27,NA,NA
MN-07,MN1510006,Hadley,MN,56,41,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),9,1,1,0,33,25,2024-11-06,NA,NA
MN-07,MN1140012,Felton,MN,178,96,GW,L,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),11,2,0,0,47,23,2023-09-14,NA,NA
MN-07,MN1140014,Georgetown,MN,76,32,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),6,2,1,0,26,24,2024-11-21,NA,NA
MN-07,MN1210017,Kensington,MN,264,155,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),3,2,0,0,9,22,2023-09-11,NA,NA
MN-07,MN1340004,Lake Lillian,MN,236,136,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),29,22,24,0,118,26,2025-04-17,NA,NA
MN-07,MN1260002,Barrett,MN,374,160,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),2,0,1,0,15,22,2023-11-28,NA,NA
MN-07,MN1340007,Prinsburg,MN,511,232,GW,L,4,Well (3); Distribution System/Zone (1),2,0,2,0,11,27,2026-02-10,NA,NA
MN-07,MN1340008,Raymond,MN,799,322,GW,L,5,Distribution System/Zone (1); Well (3); Treatment Plant (1),2,0,0,0,5,22,2026-02-11,NA,NA
MN-07,MN1410006,Arco,MN,74,58,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),0,0,0,0,0,21,2025-05-15,NA,NA
MN-07,MN1350005,Lancaster,MN,361,174,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),3,1,0,0,9,24,2024-11-26,NA,NA
MN-07,MN1410005,Verdi,MN,32,21,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),2,0,0,0,6,22,2025-09-16,44.2078578,-96.3555951
MN-07,MN1590010,Holland,MN,187,115,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),3,0,0,0,10,23,2024-04-09,NA,NA
MN-07,MN1590007,Ruthton,MN,220,169,GW,L,5,Well (3); Treatment Plant (1); Distribution System/Zone (1),7,5,2,0,31,22,2024-11-06,NA,NA
MN-07,MN1560028,Elizabeth,MN,168,97,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),17,1,11,0,87,22,2023-12-06,NA,NA
MN-07,MN1640003,Lamberton,MN,828,409,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),7,1,0,0,28,24,2025-07-16,NA,NA
MN-07,MN1640010,Revere,MN,95,41,GWP,L,3,Consecutive Connection (1); Distribution System/Zone (1); Well (1),5,2,0,0,24,25,2025-08-12,44.220423,-95.364715
MN-07,MN1640012,Vesta,MN,319,154,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),1,0,1,0,6,25,2025-07-09,NA,NA
MN-07,MN1640015,Wanda,MN,84,49,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),5,0,2,0,22,26,2026-03-18,44.3165897,-95.2114481
MN-07,MN1730005,Brooten,MN,646,317,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),5,2,1,0,21,24,2025-11-20,NA,NA
MN-07,MN1650013,Sacred Heart,MN,485,258,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),3,3,0,0,16,24,2025-08-19,NA,NA
MN-07,MN1760004,DeGraff,MN,110,66,GW,L,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),7,2,4,0,39,22,2025-06-24,NA,NA
MN-07,MN1490009,Bowlus,MN,279,111,GW,L,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),11,3,1,0,35,19,2026-02-10,NA,NA
MN-07,MN1560008,Dalton,MN,209,134,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),5,0,4,0,36,24,2025-05-16,NA,NA
MN-07,MN1650004,Danube,MN,446,238,GW,L,6,Treatment Plant (2); Well (3); Distribution System/Zone (1),7,4,3,0,33,25,2025-08-19,NA,NA
MN-07,MN1140007,Hitterdal,MN,208,96,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),4,1,3,0,18,25,2025-03-26,NA,NA
MN-07,MN1770003,Clarissa,MN,662,284,GW,L,5,Distribution System/Zone (1); Treatment Plant (1); Well (3),1,0,1,0,8,24,2024-10-30,46.1298885,-94.9504184
MN-07,MN1840004,Kent,MN,63,46,GW,L,4,Well (2); Distribution System/Zone (1); Common Headers (1),6,1,1,0,28,27,2026-01-30,NA,NA
MN-07,MN1030016,Lake Park,MN,714,425,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),1,0,1,0,10,27,2025-09-22,NA,NA
MN-07,MN1840006,Rothsay,MN,503,241,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),1,0,0,0,1,23,2025-02-21,NA,NA
MN-07,MN1140010,Sabin,MN,629,201,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),7,3,2,0,33,24,2023-11-29,NA,NA
MN-07,MN1490008,Upsala,MN,482,140,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),4,1,1,0,20,22,2024-12-12,NA,NA
MN-07,MN1260008,Wendell,MN,167,90,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),10,6,1,0,70,23,2024-11-14,NA,NA
MN-07,MN1840007,Wolverton,MN,124,77,GW,L,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),5,1,0,0,18,25,2025-12-04,NA,NA
MN-07,MN1340021,Glacial Lakes Sanitary Sewer/Water Dist,MN,1335,716,GW,L,6,Well (4); Treatment Plant (1); Distribution System/Zone (1),0,0,0,0,0,15,2025-05-08,NA,NA
MN-07,MN1060009,Big Stone Hutterite,MN,110,35,GW,P,5,Distribution System/Zone (1); Well (3); Treatment Plant (1),3,2,0,0,10,22,2025-03-20,NA,NA
MN-07,MN1560035,Stony Bar Estates,MN,40,22,GW,P,4,Distribution System/Zone (1); Well (2); Common Headers (1),1,0,0,0,8,11,2025-06-12,NA,NA
MN-07,MN1720007,New Auburn,MN,456,180,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),1,0,1,0,7,25,2025-08-14,NA,NA
MN-07,MN1170002,Jeffers,MN,369,217,GWP,L,2,Distribution System/Zone (1); Consecutive Connection (1),2,0,0,0,11,25,2023-12-05,NA,NA
MN-07,MN1210002,Hi View Park,MN,150,77,GW,P,4,Well (2); Distribution System/Zone (1); Common Headers (1),12,7,0,0,52,20,2023-11-08,NA,NA
MN-07,MN1260001,Ashby,MN,472,220,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),8,3,2,0,36,23,2023-11-30,NA,NA
MN-07,MN1680001,Badger,MN,434,166,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),12,2,0,0,29,25,2026-03-10,NA,NA
MN-07,MN1730002,Avon,MN,1667,680,GW,L,5,Well (3); Treatment Plant (1); Distribution System/Zone (1),1,1,0,0,4,22,2025-10-28,NA,NA
MN-07,MN1780001,Browns Valley,MN,566,203,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),4,0,4,0,27,23,2025-09-23,NA,NA
MN-07,MN1840003,Campbell,MN,159,82,GW,L,4,Common Headers (1); Distribution System/Zone (1); Well (2),4,0,2,0,17,24,2025-03-12,NA,NA
MN-07,MN1060003,Clinton,MN,395,235,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),3,1,1,0,28,24,2025-02-12,45.4602425,-96.4340835
MN-07,MN1610001,Cyrus,MN,318,140,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),6,0,0,0,23,23,2023-11-28,NA,NA
MN-07,MN1370003,Dawson,MN,1466,762,GW,L,5,Distribution System/Zone (1); Well (3); Treatment Plant (1),5,2,1,0,29,25,2026-03-10,NA,NA
MN-07,MN1750003,Donnelly,MN,216,119,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),4,1,0,0,11,25,2025-09-11,NA,NA
MN-07,MN1420004,Ghent,MN,370,159,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),5,3,0,0,19,22,2024-06-27,NA,NA
MN-07,MN1060005,Graceville,MN,543,333,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),2,2,0,0,6,24,2023-12-18,NA,NA
MN-07,MN1680002,Greenbush,MN,680,313,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),5,0,0,0,10,25,2024-09-12,48.701166,-96.181596
MN-07,MN1750004,Hancock,MN,845,280,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),1,0,0,0,8,27,2025-09-29,NA,NA
MN-07,MN1260006,Hoffman,MN,703,324,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),5,1,0,0,17,24,2024-12-17,NA,NA
MN-07,MN1350002,Karlstad,MN,713,331,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),5,0,0,0,11,25,2024-05-30,NA,NA
MN-07,MN1610007,Lowry,MN,333,160,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),1,0,1,0,14,24,2025-05-27,NA,NA
MN-07,MN1540003,Halstad,MN,548,279,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),3,0,3,0,30,25,2026-03-03,NA,NA
MN-07,MN1540001,Ada,MN,1725,839,GW,L,6,Well (3); Treatment Plant (2); Distribution System/Zone (1),7,2,0,0,27,24,2025-03-18,NA,NA
MN-07,MN1290001,Akeley,MN,426,246,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),1,0,0,0,5,22,2024-05-28,NA,NA
MN-07,MN1630003,Red Lake Falls,MN,1328,615,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),12,4,0,0,42,24,2025-08-06,NA,NA
MN-07,MN1640004,Lucan,MN,210,105,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),2,0,2,0,24,24,2024-10-07,NA,NA
MN-07,MN1450006,Middle River,MN,299,143,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),5,0,0,0,15,25,2025-09-24,NA,NA
MN-07,MN1120003,Milan,MN,418,189,GW,L,6,Distribution System/Zone (1); Well (4); Treatment Plant (1),8,3,3,0,34,23,2024-06-26,NA,NA
MN-07,MN1760007,Murdock,MN,306,140,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),2,0,0,0,8,23,2025-06-24,NA,NA
MN-07,MN1290010,Nevis,MN,390,233,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),3,1,0,0,10,24,2024-08-20,NA,NA
MN-07,MN1450007,Newfolden,MN,338,194,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),2,0,1,0,10,25,2025-10-08,NA,NA
MN-07,MN1030001,Audubon,MN,570,182,GW,L,5,Distribution System/Zone (1); Well (3); Treatment Plant (1),2,0,1,0,13,21,2025-06-17,NA,NA
MN-07,MN1140006,Hawley,MN,2267,912,GW,L,5,Well (3); Treatment Plant (1); Distribution System/Zone (1),5,4,0,0,24,25,2025-08-21,NA,NA
MN-07,MN1570002,Saint Hilaire,MN,257,114,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),4,2,0,0,14,24,2025-09-09,NA,NA
MN-07,MN1540004,Hendrum,MN,285,129,GW,L,4,Common Headers (1); Well (2); Distribution System/Zone (1),12,1,4,0,58,25,2026-03-03,47.264603,-96.8104002
MN-07,MN1610008,Starbuck,MN,1440,620,GW,L,6,Well (4); Treatment Plant (1); Distribution System/Zone (1),4,0,2,0,18,23,2024-01-16,NA,NA
MN-07,MN1210020,Osakis,MN,1780,683,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),9,5,0,0,35,24,2025-06-10,NA,NA
MN-07,MN1730022,Richmond,MN,1485,633,GW,L,5,Treatment Plant (1); Well (3); Distribution System/Zone (1),5,1,3,0,19,23,2025-03-18,NA,NA
MN-07,MN1430008,Silver Lake,MN,850,380,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),7,1,0,0,24,26,2025-06-11,NA,NA
MN-07,MN1510009,Slayton,MN,1964,1050,GW,L,5,Distribution System/Zone (1); Well (3); Treatment Plant (1),2,0,0,0,16,23,2024-10-16,43.9877234,-95.756929
MN-07,MN1350001,Hallock,MN,850,522,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),5,1,0,0,17,24,2024-11-26,NA,NA
MN-07,MN1640005,Milroy,MN,252,133,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),0,0,0,0,0,25,2026-02-03,44.4185151,-95.5532351
MN-07,MN1630001,Oklee,MN,411,220,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),1,0,0,0,5,25,2025-03-27,NA,NA
MN-07,MN1630002,Plummer,MN,276,103,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),19,13,0,0,71,26,2025-08-19,NA,NA
MN-07,MN1450009,Stephen,MN,568,315,GWP,L,2,Distribution System/Zone (1); Consecutive Connection (1),7,3,0,0,15,21,2025-09-23,45.7026378,-94.26319
MN-07,MN1780003,Tintah,MN,68,38,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),17,7,2,0,61,24,2025-03-12,NA,NA
MN-07,MN1680006,Warroad,MN,1857,711,GW,L,7,Distribution System/Zone (1); Treatment Plant (3); Well (3),7,0,1,0,27,27,2025-06-17,NA,NA
MN-07,MN1590011,Hatfield Municipal Water Supply,MN,54,23,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),5,4,0,0,19,19,2025-06-17,NA,NA
MN-07,MN1680003,Roseau,MN,2729,1013,GW,L,5,Treatment Plant (1); Well (3); Distribution System/Zone (1),13,5,0,0,32,25,2024-09-25,NA,NA
MN-07,MN1760006,Kerkhoven,MN,806,315,GW,L,6,Treatment Plant (2); Well (3); Distribution System/Zone (1),3,0,1,0,6,23,2025-06-26,NA,NA
MN-07,MN1590003,Ihlen,MN,63,46,GWP,L,2,Distribution System/Zone (1); Consecutive Connection (1),13,11,10,0,36,25,2024-12-11,NA,NA
MN-07,MN1600001,Climax,MN,223,116,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),49,6,13,0,169,25,2025-06-24,47.607857,-96.8163551
MN-07,MN1420009,Taunton,MN,135,83,GWP,L,3,Distribution System/Zone (1); Consecutive Connection (1); Well (1),1,1,0,0,8,23,2024-06-26,NA,NA
MN-07,MN1430001,Biscay,MN,113,44,GW,L,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),1,1,0,0,3,25,2026-01-26,NA,NA
MN-07,MN1430002,Brownton,MN,722,323,GW,L,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),0,0,0,0,3,24,2025-07-28,44.7302082,-94.3508654
MN-07,MN1430005,Northview Court,MN,60,25,GW,P,4,Common Headers (1); Distribution System/Zone (1); Well (2),5,4,0,0,20,24,2024-10-02,NA,NA
MN-07,MN1370001,Bellingham,MN,168,110,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),4,0,0,0,11,23,2025-09-11,NA,NA
MN-07,MN1560016,Henning,MN,851,366,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),2,0,1,0,9,22,2024-11-26,NA,NA
MN-07,MN1560017,New York Mills,MN,1287,549,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),4,0,0,0,14,24,2023-08-17,NA,NA
MN-07,MN1560032,Ottertail,MN,694,410,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),0,0,0,0,0,11,2024-09-05,NA,NA
MN-07,MN1560019,Pelican Rapids,MN,2577,778,GW,L,7,Distribution System/Zone (1); Well (5); Treatment Plant (1),1,1,0,0,18,23,2025-09-25,NA,NA
MN-07,MN1760001,Appleton,MN,1376,641,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),21,6,0,0,59,19,2025-05-29,NA,NA
MN-07,MN1030022,Brandy Lake Estates,MN,40,21,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),54,12,24,0,208,21,2025-09-03,NA,NA
MN-07,MN1730061,Grove Place Apartments,MN,25,15,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),6,0,1,0,26,16,2025-05-22,NA,NA
MN-07,MN1730059,Evergreen Hills Mobile Home Park,MN,144,30,GW,P,4,Distribution System/Zone (1); Well (3),18,3,5,1,78,23,2024-12-19,NA,NA
MN-07,MN1260003,Elbow Lake,MN,1285,576,GW,L,5,Well (3); Treatment Plant (1); Distribution System/Zone (1),0,0,0,0,1,23,2023-09-13,NA,NA
MN-07,MN1210013,Evansville,MN,603,270,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),0,0,0,0,0,23,2023-08-08,NA,NA
MN-07,MN1060008,Ortonville,MN,2021,1081,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),13,2,0,0,32,23,2023-11-13,NA,NA
MN-07,MN1560026,Underwood,MN,380,213,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),0,0,0,0,0,24,2025-03-13,NA,NA
MN-07,MN1340001,Atwater,MN,1133,554,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),4,3,0,0,14,25,2025-11-06,NA,NA
MN-07,MN1340009,Roseland Coop Well,MN,70,31,GW,P,3,Well (2); Distribution System/Zone (1),13,8,2,0,56,24,2026-03-18,NA,NA
MN-07,MN1730013,Freeport,MN,685,300,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),2,1,0,0,9,25,2025-10-30,45.663343,-94.6895757
MN-07,MN1730015,Kimball,MN,911,379,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),1,1,0,0,4,25,2025-07-23,NA,NA
MN-07,MN1730017,New Munich,MN,320,137,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),18,9,2,0,63,23,2024-12-17,NA,NA
MN-07,MN1730043,Roscoe,MN,104,55,GW,L,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),8,1,1,0,37,23,2025-11-21,NA,NA
MN-07,MN1030014,Frazee,MN,1400,476,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),1,1,0,0,4,24,2025-09-03,NA,NA
MN-07,MN1030003,Twin Haven Estates,MN,200,60,GW,P,4,Well (3); Distribution System/Zone (1),8,4,0,0,29,20,2024-08-26,NA,NA
MN-07,MN1450003,Grygla,MN,179,117,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),5,2,0,0,19,24,2024-12-17,NA,NA
MN-07,MN1450010,Strandquist,MN,63,37,GW,L,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),13,2,2,0,38,25,2025-09-24,NA,NA
MN-07,MN1290011,Sundsruds Court,MN,40,15,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),3,0,3,0,15,19,2025-12-15,46.9136112,-95.0370708
MN-07,MN1290008,Piney Park Mobile Home Park,MN,160,40,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),13,8,3,0,45,24,2024-08-20,NA,NA
